nama_spklu,periode_data,owner_operator,lokasi,jumlah_unit,teknologi
"(STARVO) GEDUNG ARTHA GRAHA",2025,VOLTRON,"GEDUNG ARTHA GRAHA, KEBAYORAN BARU, KOTA JAKARTA SELATAN DKI JAKARTA",2,"MEDIUM CHARGING"
"(STARVO) GEDUNG WISMA MERTHA 2 - BALAI PUSTAKA",2025,VOLTRON,"GEDUNG WISMA MERTHA 2 - BALAI PUSTAKA, PULO GADUNG, KOTA JAKARTA TIMURDKI JAKARTA",2,"STANDART CHARGING"
"(STARVO) GRAHA INDRAMAS KS. TUBUN",2025,VOLTRON,"GRAHA INDRAMAS KS. TUBUN, PALMERAH, KOTA JAKARTA BARATDKI JAKARTA",1,"MEDIUM CHARGING"
"(STARVO) GRAN MELIA HOTEL JAKARTA",2025,VOLTRON,"GRAN MELIA HOTEL JAKARTA, JAGAKARSA, KOTA JAKARTA SELATAN DKI JAKARTA",2,"STANDART CHARGING"
"(STARVO) GRAND MERCURE JAKARTA HARMONI",2025,VOLTRON,"GRAND MERCURE HARMONI, GAMBIR, KOTA JAKARTA PUSATDKI JAKARTA",1,"MEDIUM CHARGING"
"(STARVO) GRAND MERCURE JAKARTA HARMONI",2025,VOLTRON,"GRAND MERCURE HARMONI, GAMBIR, KOTA JAKARTA PUSATDKI JAKARTA",1,"STANDART CHARGING"
"(STARVO) GRAND MERCURE KEMAYORAN",2025,VOLTRON,"GRAND MERCURE KEMAYORAN, KEMAYORAN, KOTA JAKARTA PUSATDKI JAKARTA",1,"MEDIUM CHARGING"
"(STARVO) GRAND MERCURE KEMAYORAN",2025,VOLTRON,"GRAND MERCURE KEMAYORAN, KEMAYORAN, KOTA JAKARTA PUSATDKI JAKARTA",1,"STANDART CHARGING"
"(STARVO) M-TEN",2025,VOLTRON,"M-TEN, BASEMENT 1 MENARA TENDEAN, MAMPANG PRAPATAN, KOTA JAKARTA SELATAN, DKI JAKARTA",1,"MEDIUM CHARGING"
"(STARVO) M-TEN",2025,VOLTRON,"M-TEN, BASEMENT 1 MENARA TENDEAN, MAMPANG PRAPATAN, KOTA JAKARTA SELATAN, DKI JAKARTA",1,"STANDART CHARGING"
"(STARVO) MANGGA DUA SQUARE",2025,VOLTRON,"MANGGA DUA SQUARE, PADEMANGAN, KOTA JAKARTA UTARADKI JAKARTA",2,"MEDIUM CHARGING"
"(STARVO) MANGGA DUA SQUARE",2025,VOLTRON,"MANGGA DUA SQUARE, PADEMANGAN, KOTA JAKARTA UTARADKI JAKARTA",3,"STANDART CHARGING"
"(STARVO) MANHATTAN HOTEL JAKARTA",2025,VOLTRON,"MANHATTAN HOTEL JAKARTA, SETIA BUDI, KOTA JAKARTA SELATAN DKI JAKARTA",2,"STANDART CHARGING"
"(STARVO) MAYBANK WISMA EKA JIWA MG. DUA",2025,VOLTRON,"MAYBANK WISMA EKA JIWA MG. DUA, SAWAH BESAR, KOTA JAKARTA PUSATDKI JAKARTA",1,"ULTRA FAST CHARGING"
"(STARVO) MAYBANK WISMA EKA JIWA MG. DUA",2025,VOLTRON,"MAYBANK WISMA EKA JIWA MG. DUA, SAWAH BESAR, KOTA JAKARTA PUSATDKI JAKARTA",1,"STANDART CHARGING"
"(STARVO) MENARA MANDIRI SUDIRMAN",2025,VOLTRON,"MENARA MANDIRI SUDIRMAN, KEBAYORAN BARU, KOTA JAKARTA SELATAN DKI JAKARTA",1,"FAST CHARGING"
"(STARVO) MENARA MANDIRI SUDIRMAN",2025,VOLTRON,"MENARA MANDIRI SUDIRMAN, KEBAYORAN BARU, KOTA JAKARTA SELATAN DKI JAKARTA",2,"STANDART CHARGING"
"(STARVO) MENARA SUN LIFE",2025,VOLTRON,"MENARA SUN LIFE, SETIA BUDI, KOTA JAKARTA SELATAN DKI JAKARTA",1,"MEDIUM CHARGING"
"(STARVO) MENARA SUN LIFE",2025,VOLTRON,"MENARA SUN LIFE, SETIA BUDI, KOTA JAKARTA SELATAN DKI JAKARTA",1,"STANDART CHARGING"
"(STARVO) MORRISSEY HOTEL",2025,VOLTRON,"MORRISSEY HOTEL, MENTENG, KOTA JAKARTA PUSATDKI JAKARTA",1,"MEDIUM CHARGING"
"(STARVO) MORRISSEY HOTEL",2025,VOLTRON,"MORRISSEY HOTEL, MENTENG, KOTA JAKARTA PUSATDKI JAKARTA",1,"STANDART CHARGING"
"(STARVO) MULIA HOTEL SENAYAN JAKARTA",2025,VOLTRON,"MULIA HOTEL SENAYAN JAKARTA, TANAH ABANG, KOTA JAKARTA PUSATDKI JAKARTA",1,"STANDART CHARGING"
"(STARVO) OLD SHANGHAI SEDAYU CITY",2025,VOLTRON,"OLD SHANGHAI SEDAYU CITY, CAKUNG, KOTA JAKARTA TIMURDKI JAKARTA",2,"STANDART CHARGING"
"(STARVO) ONE SATRIO",2025,VOLTRON,"ONE SATRIO, SETIA BUDI, KOTA JAKARTA SELATAN DKI JAKARTA",1,"MEDIUM CHARGING"
"(STARVO) ONE SATRIO",2025,VOLTRON,"ONE SATRIO, SETIA BUDI, KOTA JAKARTA SELATAN DKI JAKARTA",1,"STANDART CHARGING"
"(STARVO) PLAZA SENAYAN",2025,VOLTRON,"PLAZA SENAYAN, TANAH ABANG, KOTA JAKARTA PUSATDKI JAKARTA",8,"STANDART CHARGING"
"(STARVO) PT. KRAKATAU SARANA PROPERTI",2025,VOLTRON,"PT. KRAKATAU SARANA PROPERTI, SETIA BUDI, KOTA JAKARTA SELATAN DKI JAKARTA",1,"FAST CHARGING"
"(STARVO) PT. KRAKATAU SARANA PROPERTI",2025,VOLTRON,"PT. KRAKATAU SARANA PROPERTI, SETIA BUDI, KOTA JAKARTA SELATAN DKI JAKARTA",1,"STANDART CHARGING"
"(STARVO) RA MAMPANG TOWER",2025,VOLTRON,"RA MAMPANG TOWER, MAMPANG PRAPATAN, KOTA JAKARTA SELATAN DKI JAKARTA",1,"STANDART CHARGING"
"(STARVO) RA SUITES SIMATUPANG",2025,VOLTRON,"RA SUITES SIMATUPANG PARKIR LOBBY KIRI, CILANDAK, KOTA JAKARTA SELATAN DKI JAKARTA",1,"STANDART CHARGING"
"(STARVO) SENAYAN RESIDENCE APARTMENT",2025,VOLTRON,"SENAYAN RESIDENCE APARTMENT, KEBAYORAN LAMA, KOTA JAKARTA SELATAN DKI JAKARTA",2,"MEDIUM CHARGING"
"(STARVO) SENAYAN RESIDENCE APARTMENT",2025,VOLTRON,"SENAYAN RESIDENCE APARTMENT, KEBAYORAN LAMA, KOTA JAKARTA SELATAN DKI JAKARTA",1,"STANDART CHARGING"
"(STARVO) SETIABUDI ONE",2025,VOLTRON,"SETIABUDI ONE, SETIA BUDI, KOTA JAKARTA SELATAN DKI JAKARTA",3,"STANDART CHARGING"
"(STARVO) STARBUCKS ELANG LAUT PIK",2025,VOLTRON,"STARBUCKS ELANG LAUT PIK, PENJARINGAN, KOTA JAKARTA UTARADKI JAKARTA",1,"ULTRA FAST CHARGING"
"(STARVO) STARBUCKS ELANG LAUT PIK",2025,VOLTRON,"STARBUCKS ELANG LAUT PIK, PENJARINGAN, KOTA JAKARTA UTARADKI JAKARTA",2,"STANDART CHARGING"
"(STARVO) STO TELKOM GAMBIR",2025,VOLTRON,"STO TELKOM GAMBIR, GAMBIR, KOTA JAKARTA PUSATDKI JAKARTA",1,"MEDIUM CHARGING"
"(STARVO) STO TELKOM GAMBIR",2025,VOLTRON,"STO TELKOM GAMBIR, GAMBIR, KOTA JAKARTA PUSATDKI JAKARTA",1,"STANDART CHARGING"
"(STARVO) TE SETIABUDI ONE",2025,VOLTRON,"PLAZA SETIABUDI, SETIA BUDI, KOTA JAKARTA SELATAN DKI JAKARTA",1,"FAST CHARGING"
"(STARVO) TELKOM PROPERTY",2025,VOLTRON,"TELKOM PROPERTY, GAMBIR, KOTA JAKARTA PUSATDKI JAKARTA",1,"MEDIUM CHARGING"
"(STARVO) TELKOM PROPERTY",2025,VOLTRON,"TELKOM PROPERTY, GAMBIR, KOTA JAKARTA PUSATDKI JAKARTA",1,"STANDART CHARGING"
"(STARVO) THE MANHATTAN SQUARE",2025,VOLTRON,"THE MANHATTAN SQUARE TB SIMATUPANG, CILANDAK, KOTA JAKARTA SELATAN DKI JAKARTA",4,"STANDART CHARGING"
"(STARVO) THE STATURE JAKARTA",2025,VOLTRON,"THE STATURE JAKARTA, MENTENG, KOTA JAKARTA PUSATDKI JAKARTA",1,"MEDIUM CHARGING"
"(STARVO) THE STATURE JAKARTA",2025,VOLTRON,"THE STATURE JAKARTA, MENTENG, KOTA JAKARTA PUSATDKI JAKARTA",1,"STANDART CHARGING"
"(STARVO) WISMA BARITO PACIFIC I",2025,VOLTRON,"WISMA BARITO PACIFIC I, PALMERAH, KOTA JAKARTA BARATDKI JAKARTA",3,"STANDART CHARGING"
"(TERRA CHARGE) CITY PARK",2025,VOLTRON,"JL. KAPUK CENGKARENG, RT.7/RW.14, KAPUK, CENGKARENG, JAKARTA BARAT, DKI JAKARTA, 11730",1,"MEDIUM CHARGING"
"(TERRA CHARGE) GREEN TERRACE",2025,VOLTRON,"JL. RAYA MABES HANKAM, CEGER, KEC. CIPAYUNG, KOTA JAKARTA TIMUR, DAERAH KHUSUS IBUKOTA JAKARTA 13820",1,"MEDIUM CHARGING"
"(TERRA CHARGE) TCC BATAVIA",2025,VOLTRON,"JL. K.H. MAS MANSYUR NO.126, RW.5, KARET TENGSIN, KECAMATAN TANAH ABANG, KOTA JAKARTA PUSAT, DAERAH KHUSUS IBUKOTA JAKARTA",2,"MEDIUM CHARGING"
"(TERRA CHARGE) BELLEZZA PERMATA HIJAU",2025,VOLTRON,"JL. LETJEND SOEPONO NO.34, GROGOL UTARA, KEC. KBY. LAMA, KOTA JAKARTA SELATAN, DAERAH KHUSUS IBUKOTA JAKARTA 12210",3,"MEDIUM CHARGING"
"(TERRA CHARGE) BATAVIA APARTMENT TOWER 1",2025,VOLTRON,"JL. BENDUNGAN HILIR KARET TENGSIN, BENHIL, BENDUNGAN HILIR, CENTRAL JAKARTA CITY, JAKARTA 10220",1,"MEDIUM CHARGING"
"(TERRA CHARGE) BATAVIA APARTMENT TOWER 2",2025,VOLTRON,"JL. BENDUNGAN HILIR KARET TENGSIN, BENHIL, BENDUNGAN HILIR, CENTRAL JAKARTA CITY, JAKARTA 10220",1,"MEDIUM CHARGING"
"(TERRA CHARGE) KEM TOWER",2025,VOLTRON,"JL. LANDAS PACU BARAT BLOK B.10 KAV. 2, KELURAHAN GUUNG SAHARI SELATAN, KECAMATAN KEMAYORAN, DAERAH KHUSUS IBUKOTA JAKARTA 10610",2,"MEDIUM CHARGING"
"(TERRA CHARGE) THE MANSION BOUGENVILLE",2025,VOLTRON,"THE MANSION BOUGENVILLE KEMAYORAN, JL. TREMBESI NO.4 BLOK D, EAST PADEMANGAN, PADEMANGAN, NORTH JAKARTA CITY, JAKARTA 14410",2,"MEDIUM CHARGING"
"(TERRA CHARGE) HAMPTONS PARK APARTMENT",2025,VOLTRON,"JL. TEROGONG RAYA NO.18, RT.7/RW.10, CILANDAK BAR., KEC. CILANDAK, KOTA JAKARTA SELATAN, DAERAH KHUSUS IBUKOTA JAKARTA 12430",2,"MEDIUM CHARGING"
"(TERRA CHARGE) DOUBLETREE BY HILTON JAKARTA DIPONEGORO",2025,VOLTRON,"JL. PEGANGSAAN TIMUR NO.17, CIKINI, JAKARTA, KOTA JAKARTA PUSAT, DAERAH KHUSUS IBUKOTA JAKARTA 10310",2,"MEDIUM CHARGING"
"(TERRA CHARGE) EATON MUARA KARANG",2025,VOLTRON,"JL. PLUIT KARANG TIM. NO.B8 TIMUR NO 113-115, RT.13/RW.17, PLUIT, KEC. PENJARINGAN, JKT UTARA, DAERAH KHUSUS IBUKOTA JAKARTA 14450",1,"MEDIUM CHARGING"
"(TERRA CHARGE) MULTIKA BUILDING",2025,VOLTRON,"JL. MAMPANG PRPT. RAYA NO.71-73, RT.1/RW.1, TEGAL PARANG, KEC. MAMPANG PRPT., KOTA JAKARTA SELATAN, DAERAH KHUSUS IBUKOTA JAKARTA 12790",1,"MEDIUM CHARGING"
"(TERRA CHARGE) ROXY SQUARE",2025,VOLTRON,"JL. KYAI TAPA NO.1, RT.10/RW.10, TOMANG, KEC. GROGOL PETAMBURAN, KOTA JAKARTA BARAT, DAERAH KHUSUS IBUKOTA JAKARTA 11440",2,"MEDIUM CHARGING"
"(TERRA CHARGE) AYAM TALIWANG ASAD",2025,VOLTRON,"JL. CIPETE RAYA NO.12, RT.5/RW.4, CIPETE SEL., KEC. CILANDAK, KOTA JAKARTA SELATAN, DAERAH KHUSUS IBUKOTA JAKARTA 12410",1,"MEDIUM CHARGING"
"(TERRA CHARGE) FRESH FIELDS",2025,VOLTRON,"LETJEN S. PARMAN ST NO.KAV.2, RT.008/RW.8, TOMANG, GROGOL PETAMBURAN, WEST JAKARTA CITY, JAKARTA 11440",2,"MEDIUM CHARGING"
"(TERRA CHARGE) DENZA PLUIT SALES CENTER (UNREGISTERED)",2025,VOLTRON,"JL. PLUIT SELATAN RAYA NO.8A 2, PENJARINGAN, NORTH JAKARTA CITY, JAKARTA 14440",2,"MEDIUM CHARGING"
"(TERRA CHARGE) CITRA LANDMARK CIRACAS (UNREGISTERED)",2025,VOLTRON,"JL. RAYA CIRACAS NO.25, RT.1/RW.5, CIRACAS, KEC. CIRACAS, KOTA JAKARTA TIMUR, DAERAH KHUSUS IBUKOTA JAKARTA 13740",1,"MEDIUM CHARGING"
"(TERRA CHARGE) DELTA SPA GATOT SUBROTO (UNREGISTERED)",2025,VOLTRON,"JL. GATOT SUBROTO NO.KAV.76, MENTENG DALAM, KEC. TEBET, KOTA JAKARTA SELATAN, DAERAH KHUSUS IBUKOTA JAKARTA 12870",1,"MEDIUM CHARGING"
"(VOLTRON) ALETRA KEMANG",2025,VOLTRON,"JL. KEMANG RAYA NO.78, RT.4/RW.2, BANGKA, KEC. MAMPANG PRPT., KOTA JAKARTA SELATAN, DAERAH KHUSUS IBUKOTA JAKARTA 12730",1,"ULTRA FAST CHARGING"
"(VOLTRON) ALETRA PLUIT",2025,VOLTRON,"JL. PLUIT PERMAI NO.1, RT.9/RW.4, PLUIT, KEC. PENJARINGAN, JKT UTARA, DAERAH KHUSUS IBUKOTA JAKARTA 14450",1,"ULTRA FAST CHARGING"
"(VOLTRON) BYD HAKA AUTO KEBON JERUK",2025,VOLTRON,"PANJANG ST NO.16, KEDOYA, KEBONJERUK, WEST JAKARTA CITY, JAKARTA 11520",1,"ULTRA FAST CHARGING"
"(VOLTRON) INDOSAT OOREDOO KPPTI JAKARTA PUSAT",2025,VOLTRON,"JL. MEDAN MERDEKA BARAT NO.21, RT.2/RW.3, GAMBIR, KECAMATAN GAMBIR, KOTA JAKARTA PUSAT, DAERAH KHUSUS IBUKOTA JAKARTA 10110",1,"ULTRA FAST CHARGING"
"(VOLTRON) MENARA MANDIRI WIJAYA KUSUMA",2025,VOLTRON,"JL. RAYA DAAN MOGOT NO.3, RT.5/RW.8, WIJAYA KUSUMA, KEC. GROGOL PETAMBURAN, KOTA JAKARTA BARAT, DAERAH KHUSUS IBUKOTA JAKARTA 11460, INDONESIA",1,"ULTRA FAST CHARGING"
"(VOLTRON) PIZZA HUT RISTORANTE GATOT SUBROTO",2025,VOLTRON,"JL. GATOT SUBROTO NO.KAV.1000, RW.1, MENTENG DALAM, KEC. TEBET, KOTA JAKARTA SELATAN, DAERAH KHUSUS IBUKOTA JAKARTA 12870",1,"ULTRA FAST CHARGING"
"(VOLTRON) SPBU COCO CIKINI 31.103.03 PERTAMINA",2025,VOLTRON,"JL. CIKINI RAYA NO.113-115, RT.10/RW.4, CIKINI, KEC. MENTENG, KOTA JAKARTA PUSAT, DAERAH KHUSUS IBUKOTA JAKARTA 10330",1,"ULTRA FAST CHARGING"
"SPKLU UTOMO CHARGE+ THAMRININE - UOB CHUB SQUARE",2025,"UTOMO CHARGE+","JL. M.H. THAMRIN NO.KAV 8-9, RT.5/RW.1, KB. MELATI, KECAMATAN TANAH ABANG, JAKARTA, DAERAH KHUSUS IBUKOTA JAKARTA 10230",2,"STANDART CHARGING"
"SPKLU UTOMO CHARGE+ THAMRININE - UOB CHUB SQUARE",2025,"UTOMO CHARGE+","JL. M.H. THAMRIN NO.KAV 8-9, RT.5/RW.1, KB. MELATI, KECAMATAN TANAH ABANG, JAKARTA, DAERAH KHUSUS IBUKOTA JAKARTA 10230",12,"MEDIUM CHARGING"
"SPKLU UTOMO CHARGE+ THE ENERGY BUILDING",2025,"UTOMO CHARGE+","JL. JEND. SUDIRMAN KAV 52-53 NO.11A, RT.5/RW.3, SENAYAN, KEC. KBY. BARU, KOTA JAKARTA SELATAN, DAERAH KHUSUS IBUKOTA JAKARTA 12190",2,"STANDART CHARGING"
"SPKLU UTOMO CHARGE+ THE ENERGY BUILDING",2025,"UTOMO CHARGE+","JL. JEND. SUDIRMAN KAV 52-53 NO.11A, RT.5/RW.3, SENAYAN, KEC. KBY. BARU, KOTA JAKARTA SELATAN, DAERAH KHUSUS IBUKOTA JAKARTA 12190",3,"MEDIUM CHARGING"
"SPKLU UTOMO CHARGE+ THE ENERGY BUILDING",2025,"UTOMO CHARGE+","JL. JEND. SUDIRMAN KAV 52-53 NO.11A, RT.5/RW.3, SENAYAN, KEC. KBY. BARU, KOTA JAKARTA SELATAN, DAERAH KHUSUS IBUKOTA JAKARTA 12190",1,"FAST CHARGING"
"SPKLU UTOMO CHARGE+ PEARL GARDEN APPARTMEN",2025,"UTOMO CHARGE+","JL. GATOT SUBROTO NO.KAV 6-7, RT.2/RW.4, KARET SEMANGGI, KECAMATAN SETIABUDI, KOTA JAKARTA SELATAN, DAERAH KHUSUS IBUKOTA JAKARTA 12930",3,"MEDIUM CHARGING"
"SPKLU UTOMO CHARGE+ ARANDRA",2025,"UTOMO CHARGE+","ARANDRA RESIDENCE, JL. CEMPAKA PUTIH RAYA NO.1, RT.1/RW.6, CEMP. PUTIH TIM., KEC. CEMP. PUTIH, KOTA JAKARTA PUSAT, DAERAH KHUSUS IBUKOTA JAKARTA 10510",1,"STANDART CHARGING"
"SPKLU UTOMO CHARGE+ ARANDRA",2025,"UTOMO CHARGE+","ARANDRA RESIDENCE, JL. CEMPAKA PUTIH RAYA NO.1, RT.1/RW.6, CEMP. PUTIH TIM., KEC. CEMP. PUTIH, KOTA JAKARTA PUSAT, DAERAH KHUSUS IBUKOTA JAKARTA 10510",1,"FAST CHARGING"
"SPKLU UTOMO CHARGE+ KG PROPERTY PALMERAH",2025,"UTOMO CHARGE+","KOMPAS GRAMEDIA, JL. PALMERAH BARAT NO.29 37, RT.1/RW.2, GELORA, TANAH ABANG, CENTRAL JAKARTA CITY, JAKARTA 10270",1,"STANDART CHARGING"
"SPKLU UTOMO CHARGE+ KG PROPERTY PALMERAH",2025,"UTOMO CHARGE+","KOMPAS GRAMEDIA, JL. PALMERAH BARAT NO.29 37, RT.1/RW.2, GELORA, TANAH ABANG, CENTRAL JAKARTA CITY, JAKARTA 10270",1,"ULTRA FAST CHARGING"
"SPKLU UTOMO CHARGE+ PEKAN RAYA JAKARTA",2025,"UTOMO CHARGE+","PADEMANGAN TIM., JKT UTARA, DAERAH KHUSUS IBUKOTA JAKARTA",1,"ULTRA FAST CHARGING"
"SPKLU UTOMO CHARGE+ BCA PONDOK INDAH",2025,"UTOMO CHARGE+","JL. METRO PONDOK INDAH NO.10, RT.1/RW.17, PD. PINANG, KEC. KEBAYORAN LAMA, KOTA JAKARTA SELATAN, DAERAH KHUSUS IBUKOTA JAKARTA 12310",1,"ULTRA FAST CHARGING"
"SPKLU UTOMO CHARGE+ OAKWOOD",2025,"UTOMO CHARGE+","JL. DR. IDE ANAK AGUNG GDE AGUNG NO.1 1, KUNINGAN, MEGA KUNINGAN, SETIABUDI, JAKARTA, 12950",2,"MEDIUM CHARGING"
"SPKLU UTOMO CHARGE+ OAKWOOD",2025,"UTOMO CHARGE+","JL. DR. IDE ANAK AGUNG GDE AGUNG NO.1 1, KUNINGAN, MEGA KUNINGAN, SETIABUDI, JAKARTA, 12950",1,"ULTRA FAST CHARGING"
"SPKLU UTOMO CHARGE+ BINUS JWC",2025,"UTOMO CHARGE+","JL. HANG LEKIR I NO.6, RT.1/RW.3, SENAYAN, KEC. KBY. BARU, KOTA JAKARTA PUSAT, DAERAH KHUSUS IBUKOTA JAKARTA 10270",1,"STANDART CHARGING"
"SPKLU UTOMO CHARGE+ KOMPAS TOWER",2025,"UTOMO CHARGE+","MENARA KOMPAS, JL. PALMERAH SEL. NO.21, RT.4/RW.2, GELORA, KECAMATAN TANAH ABANG, KOTA JAKARTA PUSAT, DAERAH KHUSUS IBUKOTA JAKARTA 10270",1,"STANDART CHARGING"
"SPKLU UTOMO CHARGE+ DENZA GATOT SUBROTO",2025,"UTOMO CHARGE+","JL. GATOT SUBROTO NO.23, KUNINGAN BAR., KEC. MAMPANG PRPT., KOTA JAKARTA SELATAN, DAERAH KHUSUS IBUKOTA JAKARTA 12710",1,"ULTRA FAST CHARGING"
"SPKLU UTOMO CHARGE+ BELTWAY",2025,"UTOMO CHARGE+","JL. AMPERA RAYA NO.9-10, RT.7/RW.2, RAGUNAN, PS. MINGGU, KOTA JAKARTA SELATAN, DAERAH KHUSUS IBUKOTA JAKARTA 12540",1,"ULTRA FAST CHARGING"
"SPKLU UTOMO CHARGE+ BIPO PASAR MINGGU",2025,"UTOMO CHARGE+","RAYA PASAR MINGGU KM.18 BLOK. 18. 1 RT.0 PASAR MINGGU, PASAR MINGGU KOTA ADM, KOTA JAKARTA SELATAN, DAERAH KHUSUS IBUKOTA JAKARTA",1,"ULTRA FAST CHARGING"
"SPKLU UTOMO CHARGE+ MOBILITY HUB MT HARYONO",2025,"UTOMO CHARGE+","JL. LETJEN M.T. HARYONO NO.KAV 29 & 30, RT.1/RW.14, TEBET TIM., KEC. TEBET, KOTA JAKARTA SELATAN, DAERAH KHUSUS IBUKOTA JAKARTA 12820",2,"ULTRA FAST CHARGING"
"SPKLU UTOMO CHARGE+ MENARA KADIN",2025,"UTOMO CHARGE+","MENARA KADIN INDONESIA, JL. H. R. RASUNA SAID LANTAI 29, RT.1/RW.2, KUNINGAN, EAST KUNINGAN, SETIABUDI, SOUTH JAKARTA CITY, JAKARTA 12950",1,"STANDART CHARGING"
"SPKLU UTOMO CHARGE+ GRAHA IRAMA",2025,"UTOMO CHARGE+","JL. H. R. RASUNA SAID BLOK KAV 1 NO. 2, KUNINGAN TIMUR, SETIABUDI, RT.6/RW.4, KUNINGAN TIM., KECAMATAN SETIABUDI, KOTA JAKARTA SELATAN, DAERAH KHUSUS IBUKOTA JAKARTA 12710",3,"MEDIUM CHARGING"
"SPKLU UTOMO CHARGE+ SIMPRUG INDAH (360)",2025,"UTOMO CHARGE+","JL. TEUKU NYAK ARIEF NO.98 5, RT.5/RW.2, GROGOL SEL., KEC. KEBAYORAN LAMA, KOTA JAKARTA SELATAN, DAERAH KHUSUS IBUKOTA JAKARTA 12220",1,"MEDIUM CHARGING"
"SPKLU UTOMO CHARGE+ PALADIAN",2025,"UTOMO CHARGE+","JL. RAYA GADING KIRANA NO.KAV. 1, RT.18/RW.8, KLP. GADING BAR., KEC. KLP. GADING, JKT UTARA, DAERAH KHUSUS IBUKOTA JAKARTA 14240",1,"ULTRA FAST CHARGING"
"SPKLU UTOMO CHARGE+ URBAN HUB",2025,"UTOMO CHARGE+","JL. NASIONAL 12, RT.1/RW.3, GELORA, KECAMATAN TANAH ABANG, KOTA JAKARTA PUSAT, DAERAH KHUSUS IBUKOTA JAKARTA 10270",1,"ULTRA FAST CHARGING"
"SPKLU EL HOTEL JAKARTA RHECHARGE",2025,"UTOMO CHARGE+","JL. RAYA GADING KIRANA NO. KAV. 1, RT.18/RW.8, KLP. GADING BAR., KEC. KLP. GADING,JAKARTA UTARA, DKI JAKARTA 14240",1,"MEDIUM CHARGING"
"(IGREEN+) THE LANDMARK CENTER",2025,IGREEN,"JL. JENDERAL SUDIRMAN, RT.3/RW.3, KUNINGAN, SETIA BUDI, KECAMATAN SETIABUDI, KOTA JAKARTA SELATAN, DAERAH KHUSUS IBUKOTA JAKARTA 12910",4,"ULTRA FAST CHARGING"
"(HVT) SPKLU BIZPARK COMMERCIAL ESTATE",2025,HVT,"PT. HIGH VOLT TECHNOLOGY, RT.8/RW.4, RAWA TERATE, EAST JAKARTA CITY, JAKARTA, INDONESIA",1,"ULTRA FAST CHARGING"
"(BBI) SPKLU MAYAPADA TOWER 1",2025,"BUZZ BERKAT INDONESIA","JL. PENJERNIHAN I, RT.4/RW.2, KUNINGAN, KARET, KECAMATAN SETIABUDI, KOTA JAKARTA SELATAN, DKI JAKARTA",1,"MEDIUM CHARGING"
"(BBI) SPKLU AMANAIA MENTENG",2025,"BUZZ BERKAT INDONESIA","JL. PRAJURIT KKO USMAN DAN HARUN JL. KRAMAT KWITANG NO.12, RT.8/RW.1, SENEN, KEC. SENEN, KOTA JAKARTA PUSAT, DKI JAKARTA",1,"MEDIUM CHARGING"
"(PERTAMINA) SPBU COCO MT HARYONO",2025,PERTAMINA,"JL. LETJEN M.T. HARYONO, RT.11/RW.5, TEBET BAR., JAKARTA SELATAN, KOTA JAKARTA TIMUR, DAERAH KHUSUS IBUKOTA JAKARTA 12810",2,"FAST CHARGING"
"(PERTAMINA) SPBU COCO FATMAWATI",2025,PERTAMINA,"JL. RS. FATMAWATI RAYA NO.9 1, RT.1/RW.5, GANDARIA SEL., KEC. CILANDAK, KOTA JAKARTA SELATAN, DAERAH KHUSUS IBUKOTA JAKARTA 12420",1,"FAST CHARGING"
"(PERTAMINA) SPBU COCO LENTENG AGUNG",2025,PERTAMINA,"JL. LENTENG AGUNG RAYA, RT.6/RW.1, LENTENG AGUNG, KEC. JAGAKARSA, KOTA JAKARTA SELATAN, DAERAH KHUSUS IBUKOTA JAKARTA 12610",2,"FAST CHARGING"
"(SSK) SPKLU RANCH MARKET",2025,"SARI SARANA","JL. PESANGGRAHAN RAYA NO. 2, KEC. KEMBANGAN, KOTA JAKARTA BARAT, DKI JAKARTA",1,"ULTRA FAST CHARGING"
"(SSK) SPKLU WISMA SSK",2025,"SARI SARANA","JL DAAN MOGOT KM 11, KEDAUNG KALI ANGKE, CENGKARENG, JAKARTA BARAT",1,"FAST CHARGING"
"(SSK) SPKLU WISMA SSK",2025,"SARI SARANA","JL DAAN MOGOT KM 11, KEDAUNG KALI ANGKE, CENGKARENG, JAKARTA BARAT",1,"MEDIUM CHARGING"
"(HVT) WISMA SSK",2025,HIGHVOLT,"JL. RAYA DAAN MOGOT NO.KM 11, KEDAUNG KALI ANGKE, KECAMATAN CENGKARENG, KOTA JAKARTA BARAT, DAERAH KHUSUS IBUKOTA JAKARTA 11710",1,"MEDIUM CHARGING"
"(HVT) WISMA SSK",2025,HIGHVOLT,"JL. RAYA DAAN MOGOT NO.KM 11, KEDAUNG KALI ANGKE, KECAMATAN CENGKARENG, KOTA JAKARTA BARAT, DAERAH KHUSUS IBUKOTA JAKARTA 11710",2,"FAST CHARGING"
"(SSK) SPKLU BUMI LAJU RAYA",2025,"SARI SARANA","JL. TAMAN ARIES UTAMA III BLOK A6 NO. 57, NORTH MERUYA, KEMBANGAN, KOTA JAKARTA BARAT, DKI JAKARTA",1,"STANDART CHARGING"
"(BBI) SPKLU MENARA BTPN",2025,"BUZZ BERKAT INDONESIA","JL. MEGA KUNINGAN NO.18, RT.5/RW.4, KUNINGAN, KARET KUNINGAN, KECAMATAN SETIABUDI, KOTA JAKARTA SELATAN, DAERAH KHUSUS IBUKOTA JAKARTA 12940, INDONESIA",2,"MEDIUM CHARGING"
